scan_number,inplane_y_mm,crossplane_x_mm,dose_gy
1,-130.0,-130.0,0.0039872
1,-130.0,-120.0,0.0044851
1,-130.0,-110.0,0.0051839
1,-130.0,-100.0,0.0056758
1,-130.0,-90.0,0.0062562
1,-130.0,-80.0,0.0065787
1,-130.0,-70.0,0.0072622
1,-130.0,-60.0,0.0075208
1,-130.0,-50.0,0.0077899
1,-130.0,-40.0,0.0083489
1,-130.0,-30.0,0.008739
1,-130.0,-20.0,0.0087514
1,-130.0,-10.0,0.0089426
1,-130.0,0.0,0.009053
1,-130.0,10.0,0.0088777
1,-130.0,20.0,0.0086371
1,-130.0,30.0,0.0085445
1,-130.0,40.0,0.0083218
1,-130.0,50.0,0.0078674
1,-130.0,60.0,0.007588
1,-130.0,70.0,0.0072046
1,-130.0,80.0,0.0067863
1,-130.0,90.0,0.0062988
1,-130.0,100.0,0.0058158
1,-130.0,110.0,0.0052877
1,-130.0,120.0,0.0047808
1,-130.0,130.0,0.0042197
2,-125.0,-125.0,0.0042328
2,-125.0,-115.0,0.0049684
2,-125.0,-105.0,0.0054473
2,-125.0,-95.0,0.0059099
2,-125.0,-85.0,0.0063564
2,-125.0,-75.0,0.0067151
2,-125.0,-65.0,0.0066508
2,-125.0,-55.0,0.0073676
2,-125.0,-45.0,0.0077228
2,-125.0,-35.0,0.0082154
2,-125.0,-25.0,0.0082725
2,-125.0,-15.0,0.0085168
2,-125.0,-5.0,0.0084534
2,-125.0,5.0,0.0087008
2,-125.0,15.0,0.0085225
2,-125.0,25.0,0.0081298
2,-125.0,35.0,0.0078103
2,-125.0,45.0,0.0076488
2,-125.0,55.0,0.0072399
2,-125.0,65.0,0.0068837
2,-125.0,75.0,0.0066386
2,-125.0,85.0,0.0063755
2,-125.0,95.0,0.0058917
2,-125.0,105.0,0.0053111
2,-125.0,115.0,0.0047596
2,-125.0,125.0,0.0044548
3,-120.0,-130.0,0.0043949
3,-120.0,-120.0,0.004714
3,-120.0,-110.0,0.0052245
3,-120.0,-100.0,0.0060776
3,-120.0,-90.0,0.006617
3,-120.0,-80.0,0.006656
3,-120.0,-70.0,0.0070064
3,-120.0,-60.0,0.0074756
3,-120.0,-50.0,0.0076433
3,-120.0,-40.0,0.0080958
