scan_number,inplane_y_mm,crossplane_x_mm,dose_gy
1,-130.0,-130.0,0.0040786
1,-130.0,-120.0,0.0048142
1,-130.0,-110.0,0.0053554
1,-130.0,-100.0,0.0060889
1,-130.0,-90.0,0.0065871
1,-130.0,-80.0,0.0069986
1,-130.0,-70.0,0.0076382
1,-130.0,-60.0,0.0080317
1,-130.0,-50.0,0.0082502
1,-130.0,-40.0,0.0089119
1,-130.0,-30.0,0.0094959
1,-130.0,-20.0,0.0095702
1,-130.0,-10.0,0.010055
1,-130.0,0.0,0.0099703
1,-130.0,10.0,0.010014
1,-130.0,20.0,0.0096688
1,-130.0,30.0,0.0095007
1,-130.0,40.0,0.0092956
1,-130.0,50.0,0.0085277
1,-130.0,60.0,0.0080762
1,-130.0,70.0,0.0078062
1,-130.0,80.0,0.0072511
1,-130.0,90.0,0.0068066
1,-130.0,100.0,0.0061265
1,-130.0,110.0,0.0056241
1,-130.0,120.0,0.0048887
1,-130.0,130.0,0.0044086
2,-125.0,-125.0,0.004624
2,-125.0,-115.0,0.0053112
2,-125.0,-105.0,0.005998
2,-125.0,-95.0,0.0064826
2,-125.0,-85.0,0.0071253
2,-125.0,-75.0,0.0076282
2,-125.0,-65.0,0.0076022
2,-125.0,-55.0,0.0082266
2,-125.0,-45.0,0.0087376
2,-125.0,-35.0,0.0092792
2,-125.0,-25.0,0.0095852
2,-125.0,-15.0,0.010118
2,-125.0,-5.0,0.010076
2,-125.0,5.0,0.01051
2,-125.0,15.0,0.010201
2,-125.0,25.0,0.0096802
2,-125.0,35.0,0.0093942
2,-125.0,45.0,0.0087796
2,-125.0,55.0,0.0083641
2,-125.0,65.0,0.0080337
2,-125.0,75.0,0.0077106
2,-125.0,85.0,0.0073693
2,-125.0,95.0,0.0066937
2,-125.0,105.0,0.0059842
2,-125.0,115.0,0.00512
2,-125.0,125.0,0.0046857
3,-120.0,-130.0,0.0047526
3,-120.0,-120.0,0.0050642
3,-120.0,-110.0,0.005957
3,-120.0,-100.0,0.0067723
3,-120.0,-90.0,0.0074615
3,-120.0,-80.0,0.0076728
3,-120.0,-70.0,0.0081094
3,-120.0,-60.0,0.0085179
3,-120.0,-50.0,0.0088258
3,-120.0,-40.0,0.0094561
3,-120.0,-30.0,0.010202
3,-120.0,-20.0,0.010784
3,-120.0,-10.0,0.010868
3,-120.0,0.0,0.010857
3,-120.0,10.0,0.010861
3,-120.0,20.0,0.010613
3,-120.0,30.0,0.010225
3,-120.0,40.0,0.0094045
3,-120.0,50.0,0.008993
3,-120.0,60.0,0.0087183
3,-120.0,70.0,0.0081955
3,-120.0,80.0,0.0079005
3,-120.0,90.0,0.0074831
3,-120.0,100.0,0.0068947
3,-120.0,110.0,0.0060423
3,-120.0,120.0,0.0054243
3,-120.0,130.0,0.004741
4,-115.0,-125.0,0.0049895
4,-115.0,-115.0,0.0058215
4,-115.0,-105.0,0.0067194
4,-115.0,-95.0,0.0078383
4,-115.0,-85.0,0.0081499
4,-115.0,-75.0,0.0085622
4,-115.0,-65.0,0.0087421
4,-115.0,-55.0,0.0091992
4,-115.0,-45.0,0.0098409
4,-115.0,-35.0,0.010591
4,-115.0,-25.0,0.011116
4,-115.0,-15.0,0.011423
4,-115.0,-5.0,0.011609
4,-115.0,5.0,0.011731
4,-115.0,15.0,0.011643
4,-115.0,25.0,0.011399
