scan_number,inplane_y_mm,crossplane_x_mm,dose_gy
1,-130.0,-130.0,0.0040042
1,-130.0,-120.0,0.0044507
1,-130.0,-110.0,0.0051316
1,-130.0,-100.0,0.0056537
1,-130.0,-90.0,0.006184
1,-130.0,-80.0,0.0065755
1,-130.0,-70.0,0.0072689
1,-130.0,-60.0,0.0075096
1,-130.0,-50.0,0.0077124
1,-130.0,-40.0,0.0083289
1,-130.0,-30.0,0.0087359
1,-130.0,-20.0,0.0086545
1,-130.0,-10.0,0.0090475
1,-130.0,0.0,0.0090293
1,-130.0,10.0,0.008927
1,-130.0,20.0,0.0086138
1,-130.0,30.0,0.0086779
1,-130.0,40.0,0.0083348
1,-130.0,50.0,0.0078112
1,-130.0,60.0,0.0074529
1,-130.0,70.0,0.0071837
1,-130.0,80.0,0.0068432
1,-130.0,90.0,0.006226
1,-130.0,100.0,0.0059599
1,-130.0,110.0,0.0052524
1,-130.0,120.0,0.0047521
1,-130.0,130.0,0.0042574
2,-125.0,-125.0,0.0042738
2,-125.0,-115.0,0.0048249
2,-125.0,-105.0,0.0054724
2,-125.0,-95.0,0.0059381
2,-125.0,-85.0,0.006307
2,-125.0,-75.0,0.0067239
2,-125.0,-65.0,0.0066067
2,-125.0,-55.0,0.0074346
2,-125.0,-45.0,0.0076468
2,-125.0,-35.0,0.0080939
2,-125.0,-25.0,0.0084174
2,-125.0,-15.0,0.0085724
2,-125.0,-5.0,0.0084495
2,-125.0,5.0,0.0087336
2,-125.0,15.0,0.0085697
2,-125.0,25.0,0.0080566
2,-125.0,35.0,0.0079246
2,-125.0,45.0,0.0075367
2,-125.0,55.0,0.0071841
2,-125.0,65.0,0.0069048
2,-125.0,75.0,0.0065867
2,-125.0,85.0,0.006335
2,-125.0,95.0,0.005909
2,-125.0,105.0,0.005317
2,-125.0,115.0,0.0046784
2,-125.0,125.0,0.0043438
3,-120.0,-130.0,0.0044406
3,-120.0,-120.0,0.0048156
3,-120.0,-110.0,0.0052512
3,-120.0,-100.0,0.0059938
3,-120.0,-90.0,0.0065894
3,-120.0,-80.0,0.0065908
3,-120.0,-70.0,0.0069725
3,-120.0,-60.0,0.0075484
3,-120.0,-50.0,0.0076181
3,-120.0,-40.0,0.0081262
3,-120.0,-30.0,0.0087491
3,-120.0,-20.0,0.0089011
3,-120.0,-10.0,0.0092586
3,-120.0,0.0,0.0089585
3,-120.0,10.0,0.0091177
3,-120.0,20.0,0.0087606
3,-120.0,30.0,0.0083788
3,-120.0,40.0,0.0077766
3,-120.0,50.0,0.0074995
3,-120.0,60.0,0.0071899
3,-120.0,70.0,0.0067029
3,-120.0,80.0,0.0066126
3,-120.0,90.0,0.0063438
3,-120.0,100.0,0.0059463
3,-120.0,110.0,0.0054465
3,-120.0,120.0,0.0047711
3,-120.0,130.0,0.0043396
4,-115.0,-125.0,0.0046588
4,-115.0,-115.0,0.0052796
4,-115.0,-105.0,0.0059927
4,-115.0,-95.0,0.0069496
4,-115.0,-85.0,0.0071065
4,-115.0,-75.0,0.0074065
4,-115.0,-65.0,0.0074973
4,-115.0,-55.0,0.0080345
4,-115.0,-45.0,0.0085863
4,-115.0,-35.0,0.0091439
4,-115.0,-25.0,0.0095592
4,-115.0,-15.0,0.0096208
4,-115.0,-5.0,0.0096392
4,-115.0,5.0,0.0096539
4,-115.0,15.0,0.0096806
4,-115.0,25.0,0.009423
4,-115.0,35.0,0.0090055
4,-115.0,45.0,0.0081987
4,-115.0,55.0,0.0075625
4,-115.0,65.0,0.0071736
4,-115.0,75.0,0.0071961
4,-115.0,85.0,0.0068104
4,-115.0,95.0,0.0064161
4,-115.0,105.0,0.0059044
4,-115.0,115.0,0.0052193
4,-115.0,125.0,0.0046536
5,-110.0,-130.0,0.0046472
5,-110.0,-120.0,0.0052502
5,-110.0,-110.0,0.0063182
5,-110.0,-100.0,0.0068921
5,-110.0,-90.0,0.0073736
5,-110.0,-80.0,0.0079916
5,-110.0,-70.0,0.0080164
5,-110.0,-60.0,0.008277
5,-110.0,-50.0,0.0088296
5,-110.0,-40.0,0.0095771
5,-110.0,-30.0,0.010214
5,-110.0,-20.0,0.010419
5,-110.0,-10.0,0.010504
5,-110.0,0.0,0.010768
5,-110.0,10.0,0.010552
5,-110.0,20.0,0.010523
5,-110.0,30.0,0.009658
5,-110.0,40.0,0.0094904
5,-110.0,50.0,0.0084501
5,-110.0,60.0,0.0079075
5,-110.0,70.0,0.0080041
5,-110.0,80.0,0.0075206
5,-110.0,90.0,0.0071868
5,-110.0,100.0,0.0065486
5,-110.0,110.0,0.0057649
5,-110.0,120.0,0.0053584
5,-110.0,130.0,0.0049165
6,-105.0,-125.0,0.0053633
6,-105.0,-115.0,0.0061377
6,-105.0,-105.0,0.007367
6,-105.0,-95.0,0.0081361
6,-105.0,-85.0,0.0088719
6,-105.0,-75.0,0.00899
6,-105.0,-65.0,0.0097769
6,-105.0,-55.0,0.010014
6,-105.0,-45.0,0.010837
6,-105.0,-35.0,0.011486
6,-105.0,-25.0,0.012045
6,-105.0,-15.0,0.012189
6,-105.0,-5.0,0.012235
6,-105.0,5.0,0.012316
6,-105.0,15.0,0.011846
6,-105.0,25.0,0.011589
6,-105.0,35.0,0.010708
6,-105.0,45.0,0.010204
6,-105.0,55.0,0.009534
6,-105.0,65.0,0.0089941
6,-105.0,75.0,0.0085671
6,-105.0,85.0,0.0082736
6,-105.0,95.0,0.0077157
6,-105.0,105.0,0.0070052
6,-105.0,115.0,0.0062469
6,-105.0,125.0,0.0054187
7,-100.0,-130.0,0.0054229
7,-100.0,-120.0,0.0061099
7,-100.0,-110.0,0.0079242
7,-100.0,-100.0,0.0092973
7,-100.0,-90.0,0.010122
7,-100.0,-80.0,0.010505
7,-100.0,-70.0,0.011144
7,-100.0,-60.0,0.011528
7,-100.0,-50.0,0.012337
7,-100.0,-40.0,0.013422
7,-100.0,-30.0,0.014142
7,-100.0,-20.0,0.014403
7,-100.0,-10.0,0.014697
7,-100.0,0.0,0.014694
7,-100.0,10.0,0.015099
7,-100.0,20.0,0.014607
7,-100.0,30.0,0.013816
7,-100.0,40.0,0.012998
7,-100.0,50.0,0.011943
7,-100.0,60.0,0.011366
7,-100.0,70.0,0.01044
7,-100.0,80.0,0.010116
7,-100.0,90.0,0.0093261
7,-100.0,100.0,0.008845
7,-100.0,110.0,0.0078421
7,-100.0,120.0,0.0063637
7,-100.0,130.0,0.0053887
8,-95.0,-125.0,0.0059002
8,-95.0,-115.0,0.0073133
8,-95.0,-105.0,0.0090149
8,-95.0,-95.0,0.010423
8,-95.0,-85.0,0.011712
8,-95.0,-75.0,0.011983
8,-95.0,-65.0,0.01231
8,-95.0,-55.0,0.013872
8,-95.0,-45.0,0.014761
8,-95.0,-35.0,0.015689
8,-95.0,-25.0,0.016051
8,-95.0,-15.0,0.016567
8,-95.0,-5.0,0.016993
8,-95.0,5.0,0.017079
8,-95.0,15.0,0.01658
8,-95.0,25.0,0.015931
8,-95.0,35.0,0.015015
8,-95.0,45.0,0.013917
8,-95.0,55.0,0.013182
8,-95.0,65.0,0.012061
8,-95.0,75.0,0.011148
8,-95.0,85.0,0.010964
8,-95.0,95.0,0.0099515
8,-95.0,105.0,0.0087027
8,-95.0,115.0,0.0076986
8,-95.0,125.0,0.0059353
9,-90.0,-130.0,0.0059495
9,-90.0,-120.0,0.0068968
9,-90.0,-110.0,0.0084684
9,-90.0,-100.0,0.010477
9,-90.0,-90.0,0.011944
9,-90.0,-80.0,0.013422
9,-90.0,-70.0,0.013725
9,-90.0,-60.0,0.015173
9,-90.0,-50.0,0.016749
9,-90.0,-40.0,0.017811
9,-90.0,-30.0,0.018659
9,-90.0,-20.0,0.019764
9,-90.0,-10.0,0.020283
9,-90.0,0.0,0.020227
9,-90.0,10.0,0.019901
9,-90.0,20.0,0.019171
9,-90.0,30.0,0.017977
9,-90.0,40.0,0.017052
9,-90.0,50.0,0.015754
9,-90.0,60.0,0.014094
9,-90.0,70.0,0.012928
9,-90.0,80.0,0.012562
9,-90.0,90.0,0.011537
9,-90.0,100.0,0.010084
9,-90.0,110.0,0.0087551
9,-90.0,120.0,0.0069722
9,-90.0,130.0,0.006052
10,-85.0,-125.0,0.0066815
10,-85.0,-115.0,0.0079594
10,-85.0,-105.0,0.0099262
10,-85.0,-95.0,0.011728
10,-85.0,-85.0,0.013391
10,-85.0,-75.0,0.014512
10,-85.0,-65.0,0.015718
10,-85.0,-55.0,0.018084
10,-85.0,-45.0,0.019874
10,-85.0,-35.0,0.021481
10,-85.0,-25.0,0.022962
10,-85.0,-15.0,0.023874
10,-85.0,-5.0,0.024233
10,-85.0,5.0,0.023938
10,-85.0,15.0,0.023158
10,-85.0,25.0,0.021787
10,-85.0,35.0,0.020732
10,-85.0,45.0,0.018431
10,-85.0,55.0,0.016992
10,-85.0,65.0,0.014493
10,-85.0,75.0,0.01365
10,-85.0,85.0,0.012844
10,-85.0,95.0,0.011215
10,-85.0,105.0,0.010034
10,-85.0,115.0,0.008165
10,-85.0,125.0,0.0067724
11,-80.0,-130.0,0.0065764
11,-80.0,-120.0,0.007393
11,-80.0,-110.0,0.0096999
11,-80.0,-100.0,0.011626
11,-80.0,-90.0,0.013261
11,-80.0,-80.0,0.01465
11,-80.0,-70.0,0.016039
11,-80.0,-60.0,0.017669
11,-80.0,-50.0,0.023063
11,-80.0,-40.0,0.026814
11,-80.0,-30.0,0.029404
11,-80.0,-20.0,0.031332
11,-80.0,-10.0,0.032291
11,-80.0,0.0,0.031444
11,-80.0,10.0,0.031749
11,-80.0,20.0,0.030266
11,-80.0,30.0,0.028247
11,-80.0,40.0,0.024942
11,-80.0,50.0,0.021315
11,-80.0,60.0,0.016332
11,-80.0,70.0,0.014617
11,-80.0,80.0,0.013852
11,-80.0,90.0,0.012536
11,-80.0,100.0,0.01095
11,-80.0,110.0,0.0096582
11,-80.0,120.0,0.0078944
11,-80.0,130.0,0.0069201
12,-75.0,-125.0,0.007583
12,-75.0,-115.0,0.0089637
12,-75.0,-105.0,0.011196
12,-75.0,-95.0,0.01267
12,-75.0,-85.0,0.015106
12,-75.0,-75.0,0.016474
12,-75.0,-65.0,0.018986
12,-75.0,-55.0,0.025961
12,-75.0,-45.0,0.034893
12,-75.0,-35.0,0.041647
12,-75.0,-25.0,0.044809
12,-75.0,-15.0,0.046627
12,-75.0,-5.0,0.046623
12,-75.0,5.0,0.046167
12,-75.0,15.0,0.044986
12,-75.0,25.0,0.041967
12,-75.0,35.0,0.037557
12,-75.0,45.0,0.030805
12,-75.0,55.0,0.023704
12,-75.0,65.0,0.016497
12,-75.0,75.0,0.015125
12,-75.0,85.0,0.013775
12,-75.0,95.0,0.011984
12,-75.0,105.0,0.011072
12,-75.0,115.0,0.0097115
12,-75.0,125.0,0.007446
13,-70.0,-130.0,0.0071469
13,-70.0,-120.0,0.0086232
13,-70.0,-110.0,0.011239
13,-70.0,-100.0,0.012269
13,-70.0,-90.0,0.01444
13,-70.0,-80.0,0.017094
13,-70.0,-70.0,0.020363
13,-70.0,-60.0,0.03063
13,-70.0,-50.0,0.049947
13,-70.0,-40.0,0.066084
13,-70.0,-30.0,0.074059
13,-70.0,-20.0,0.076937
13,-70.0,-10.0,0.078157
13,-70.0,0.0,0.077317
13,-70.0,10.0,0.075961
13,-70.0,20.0,0.071398
13,-70.0,30.0,0.064558
13,-70.0,40.0,0.055282
13,-70.0,50.0,0.041666
13,-70.0,60.0,0.025773
13,-70.0,70.0,0.017789
13,-70.0,80.0,0.015269
13,-70.0,90.0,0.013532
13,-70.0,100.0,0.012045
13,-70.0,110.0,0.011532
13,-70.0,120.0,0.008663
13,-70.0,130.0,0.0073795
14,-65.0,-125.0,0.0079332
14,-65.0,-115.0,0.010014
14,-65.0,-105.0,0.01212
14,-65.0,-95.0,0.013606
14,-65.0,-85.0,0.017183
14,-65.0,-75.0,0.020536
14,-65.0,-65.0,0.033484
14,-65.0,-55.0,0.071797
14,-65.0,-45.0,0.11913
14,-65.0,-35.0,0.14306
14,-65.0,-25.0,0.14989
14,-65.0,-15.0,0.15193
14,-65.0,-5.0,0.15179
14,-65.0,5.0,0.14925
14,-65.0,15.0,0.14196
14,-65.0,25.0,0.12735
14,-65.0,35.0,0.11223
14,-65.0,45.0,0.090306
14,-65.0,55.0,0.055051
14,-65.0,65.0,0.026238
14,-65.0,75.0,0.017361
14,-65.0,85.0,0.014962
14,-65.0,95.0,0.012567
14,-65.0,105.0,0.011775
14,-65.0,115.0,0.010475
14,-65.0,125.0,0.0078659
15,-60.0,-130.0,0.0078838
15,-60.0,-120.0,0.0091473
15,-60.0,-110.0,0.011964
15,-60.0,-100.0,0.013398
15,-60.0,-90.0,0.015926
15,-60.0,-80.0,0.020437
15,-60.0,-70.0,0.031607
15,-60.0,-60.0,0.084285
15,-60.0,-50.0,0.21758
15,-60.0,-40.0,0.30708
15,-60.0,-30.0,0.33051
15,-60.0,-20.0,0.33511
15,-60.0,-10.0,0.33547
15,-60.0,0.0,0.33261
15,-60.0,10.0,0.32196
15,-60.0,20.0,0.29081
15,-60.0,30.0,0.24908
15,-60.0,40.0,0.2156
15,-60.0,50.0,0.15307
15,-60.0,60.0,0.057098
15,-60.0,70.0,0.021969
15,-60.0,80.0,0.016139
15,-60.0,90.0,0.013768
15,-60.0,100.0,0.012183
15,-60.0,110.0,0.011732
15,-60.0,120.0,0.0088008
15,-60.0,130.0,0.0074576
16,-55.0,-125.0,0.0087937
